epoch,t.loss,t.auc,v.loss,v.auc,lr,s.cnt,min.v.loss
0,0.7182905673980713,0.6019073999165369,0.7178073525428772,0.5954161964269664,0.005,0,0.7178073525428772
1,0.6305575966835022,0.5967351877764796,0.6303858160972595,0.5858649084040511,0.005,0,0.6303858160972595
2,0.552371084690094,0.5786878578773095,0.5517879724502563,0.5803631477239262,0.005,0,0.5517879724502563
3,0.4834173619747162,0.5652422381732998,0.48238739371299744,0.5659005333241939,0.005,0,0.48238739371299744
4,0.4240719974040985,0.5548856986320436,0.4224686920642853,0.5632101138120275,0.005,0,0.4224686920642853
5,0.3730420470237732,0.5490406931994369,0.37152159214019775,0.5569641625720573,0.005,0,0.37152159214019775
6,0.3298146426677704,0.544880618286446,0.32837414741516113,0.5558204186508812,0.005,0,0.32837414741516113
7,0.2927566468715668,0.5453616575268485,0.29136794805526733,0.553182741248123,0.005,0,0.29136794805526733
8,0.26145875453948975,0.5453748580572858,0.25992298126220703,0.5517192101746382,0.005,0,0.25992298126220703
9,0.23483537137508392,0.545211834744088,0.23374931514263153,0.554319612508088,0.005,0,0.23374931514263153
10,0.2122144252061844,0.5466852598649474,0.21149033308029175,0.5519845702077345,0.005,0,0.21149033308029175
11,0.19296574592590332,0.5490490015635896,0.1915004700422287,0.5582970870317818,0.005,0,0.1915004700422287
12,0.17680196464061737,0.5499658116303717,0.17559383809566498,0.5582365154882027,0.005,0,0.17559383809566498
13,0.1634799838066101,0.5497751290920405,0.1621926873922348,0.5584293786553464,0.005,0,0.1621926873922348
14,0.15181344747543335,0.5520404309229974,0.15117374062538147,0.5580959705137352,0.005,0,0.15117374062538147
15,0.142333984375,0.5544250831800441,0.14112822711467743,0.5631239793790228,0.005,0,0.14112822711467743
16,0.13456755876541138,0.554015478918949,0.1336495727300644,0.5612453686978597,0.005,0,0.1336495727300644
17,0.1279827058315277,0.5553117891890489,0.12684237957000732,0.5652427258635927,0.005,0,0.12684237957000732
18,0.1223675087094307,0.5564044891620876,0.12164364010095596,0.5645752523910229,0.005,0,0.12164364010095596
19,0.11810430884361267,0.5578731069330596,0.11691407114267349,0.5698406794929566,0.005,0,0.11691407114267349
20,0.11399853974580765,0.5599012568441023,0.11356819421052933,0.5650771994050502,0.005,0,0.11356819421052933
21,0.11105185002088547,0.5599038355344192,0.11011982709169388,0.5676014648724502,0.005,0,0.11011982709169388
22,0.1083727478981018,0.5628451444381997,0.10792383551597595,0.570294989160236,0.005,0,0.10792383551597595
23,0.10619524866342545,0.562899405782564,0.10518265515565872,0.5735717956366303,0.005,0,0.10518265515565872
24,0.10440249741077423,0.563527514752471,0.10350023955106735,0.573145320010431,0.005,0,0.10350023955106735
25,0.10258980095386505,0.5672098745210195,0.10177040100097656,0.5743451547463745,0.005,0,0.10177040100097656
26,0.10142269730567932,0.5669687994621567,0.10065367817878723,0.5742905298782954,0.005,0,0.10065367817878723
27,0.10036878287792206,0.5679678656668996,0.09994228929281235,0.5723481031511896,0.005,0,0.09994228929281235
28,0.09941721707582474,0.568400993103275,0.09850699454545975,0.5758722804344363,0.005,0,0.09850699454545975
29,0.09868839383125305,0.5694385675833504,0.09740540385246277,0.5794867875053863,0.005,0,0.09740540385246277
30,0.09753139317035675,0.5721671943696052,0.09704246371984482,0.5779973501462403,0.005,0,0.09704246371984482
31,0.09716443717479706,0.5708860681918739,0.09649695456027985,0.5777947061070079,0.005,0,0.09649695456027985
32,0.09628184139728546,0.5728757703951906,0.0958658754825592,0.5795572038638016,0.005,0,0.0958658754825592
33,0.09571140259504318,0.5737868581280174,0.094850093126297,0.5804752500170892,0.005,0,0.094850093126297
34,0.09512379765510559,0.5752032036622436,0.09443282335996628,0.5807245568682354,0.005,0,0.09443282335996628
35,0.09447761625051498,0.5768082059821493,0.09338883310556412,0.5874831821101569,0.005,0,0.09338883310556412
36,0.09370176494121552,0.5790433924464757,0.09393305331468582,0.582200039314843,0.005,1,0.09338883310556412
37,0.09354990720748901,0.5774643425848217,0.09273584187030792,0.5857761748167808,0.005,0,0.09273584187030792
38,0.0927397757768631,0.5786935504167867,0.0917154848575592,0.5889856851040036,0.005,0,0.0917154848575592
39,0.09206116944551468,0.5830504404198307,0.09213157743215561,0.5852790235088021,0.005,1,0.0917154848575592
40,0.09157974272966385,0.582800018267799,0.09060479700565338,0.5924565637391157,0.005,0,0.09060479700565338
41,0.0912136510014534,0.5823305187331674,0.0905836671590805,0.5917963264541167,0.005,0,0.0905836671590805
42,0.0903109461069107,0.586238201415828,0.08985105901956558,0.5932465159917875,0.005,0,0.08985105901956558
43,0.0900517925620079,0.5861733653153174,0.09006453305482864,0.5874697707109706,0.005,1,0.08985105901956558
44,0.08942815661430359,0.5884068409894203,0.08875206857919693,0.5948094211993453,0.005,0,0.08875206857919693
45,0.08899027854204178,0.5883047802227549,0.08823118358850479,0.596975207047563,0.005,0,0.08823118358850479
46,0.08822368830442429,0.5912292220267504,0.08789291232824326,0.5968969423089777,0.005,0,0.08789291232824326
47,0.0876690223813057,0.5933754948096446,0.08748393505811691,0.5956993941183131,0.005,0,0.08748393505811691
48,0.08721443265676498,0.5938695416775505,0.08671431243419647,0.6009402553640293,0.005,0,0.08671431243419647
