epoch,t.loss,t.auc,v.loss,v.auc,lr,s.cnt,min.v.loss
0,0.9353126287460327,0.3547710002548435,0.9366384744644165,0.3622329305641255,0.005,0,0.9366384744644165
1,0.836577296257019,0.3698727196996669,0.8377004265785217,0.37821782521262337,0.005,0,0.8377004265785217
2,0.745842456817627,0.3882674541357622,0.7467417120933533,0.3970690375822692,0.005,0,0.7467417120933533
3,0.6627575159072876,0.4091397670327189,0.6633937954902649,0.4185905381558025,0.005,0,0.6633937954902649
4,0.5869883298873901,0.43231782515468464,0.587369978427887,0.44267663904491544,0.005,0,0.587369978427887
5,0.5182484984397888,0.45397898659888686,0.5183783173561096,0.46507152413098873,0.005,0,0.5183783173561096
6,0.4562909007072449,0.4702654563825256,0.45621272921562195,0.48181987505227203,0.005,0,0.45621272921562195
7,0.40089982748031616,0.48270411287716514,0.40066614747047424,0.4943375867196276,0.005,0,0.40066614747047424
8,0.35187357664108276,0.49266443501198975,0.3515242338180542,0.5040299644144874,0.005,0,0.3515242338180542
9,0.30895543098449707,0.5007643965236789,0.3085183799266815,0.5117973232031349,0.005,0,0.3085183799266815
10,0.2718096673488617,0.5073963862282505,0.2713020145893097,0.5181463501517726,0.005,0,0.2713020145893097
11,0.240007221698761,0.512877049235077,0.23945169150829315,0.523377879308756,0.005,0,0.23945169150829315
12,0.2130550593137741,0.517427002398734,0.21246612071990967,0.5277413536996003,0.005,0,0.21246612071990967
13,0.1904202401638031,0.5212334612785855,0.18980465829372406,0.5314643751651144,0.005,0,0.18980465829372406
14,0.17156073451042175,0.5244680931748146,0.17092689871788025,0.5346276832650292,0.005,0,0.17092689871788025
15,0.1559557169675827,0.5272533081562948,0.15530961751937866,0.5373565915745777,0.005,0,0.15530961751937866
16,0.1431223750114441,0.5296926152840404,0.14246851205825806,0.5397220552290276,0.005,0,0.14246851205825806
17,0.1326250582933426,0.5318611024055959,0.1319626420736313,0.5418591805169499,0.005,0,0.1319626420736313
18,0.12408037483692169,0.5338181819390996,0.12340881675481796,0.5437962692087802,0.005,0,0.12340881675481796
19,0.1171557754278183,0.5356155531212916,0.11647424101829529,0.5455824672264528,0.005,0,0.11647424101829529
20,0.1115664541721344,0.5372873847814075,0.11087425798177719,0.5472423617404341,0.005,0,0.11087425798177719
21,0.10707218945026398,0.5388600045815165,0.10636841505765915,0.5488034422114437,0.005,0,0.10636841505765915
22,0.10347060114145279,0.5403602271711678,0.10275634378194809,0.5502821525826656,0.005,0,0.10275634378194809
23,0.100593701004982,0.5418010736071279,0.09986905008554459,0.5516996851383338,0.005,0,0.09986905008554459
24,0.0983010083436966,0.5431981538579433,0.09756745398044586,0.5530654880114264,0.005,0,0.09756745398044586
25,0.09647660702466965,0.5445666039533574,0.09573438763618469,0.5544145935385958,0.005,0,0.09573438763618469
26,0.09502489864826202,0.5459181280124646,0.09427478909492493,0.5557496363978564,0.005,0,0.09427478909492493
27,0.09386690706014633,0.5472671234555508,0.09310979396104813,0.5570785158867508,0.005,0,0.09310979396104813
28,0.09293738007545471,0.548627594557154,0.09217513352632523,0.5584060407367023,0.005,0,0.09217513352632523
29,0.09218312054872513,0.5500050883640092,0.09141795337200165,0.5597478934985516,0.005,0,0.09141795337200165
30,0.09156111627817154,0.551408220917186,0.09079479426145554,0.561105540118987,0.005,0,0.09079479426145554
31,0.09103594720363617,0.552844363142172,0.090270034968853,0.5624890243458364,0.005,0,0.090270034968853
32,0.09057895094156265,0.554319320340757,0.0898154154419899,0.5639066137395021,0.005,0,0.0898154154419899
33,0.09016797691583633,0.5558369165906876,0.08940798044204712,0.5653648470379598,0.005,0,0.08940798044204712
34,0.08978435397148132,0.5574061078510555,0.08902930468320847,0.5668676898756673,0.005,0,0.08902930468320847
35,0.08941396325826645,0.5590291512166722,0.08866622298955917,0.5684071257267117,0.005,0,0.08866622298955917
36,0.08904551714658737,0.5607134428404663,0.08830699324607849,0.5699999360098877,0.005,0,0.08830699324607849
37,0.08867078274488449,0.5624621661645397,0.08794264495372772,0.5716543882855978,0.005,0,0.08794264495372772
38,0.08828381448984146,0.5642784652131171,0.0875672698020935,0.5733596016296741,0.005,0,0.0875672698020935
39,0.08787993341684341,0.566165494993059,0.08717641979455948,0.5751284356390767,0.005,0,0.08717641979455948
40,0.08745650947093964,0.5681227599808768,0.08676815032958984,0.5769619501056353,0.005,0,0.08676815032958984
41,0.08701226115226746,0.570150834100857,0.08633996546268463,0.5788564541118805,0.005,0,0.08633996546268463
42,0.08654627203941345,0.5722499684312827,0.08589164912700653,0.5808188203190234,0.005,0,0.08589164912700653
43,0.08605924248695374,0.5744200594526537,0.08542347699403763,0.582831225278313,0.005,0,0.08542347699403763
44,0.08555178344249725,0.5766591875959232,0.08493592590093613,0.5849125948588287,0.005,0,0.08493592590093613
45,0.08502504229545593,0.5789688199129123,0.0844300165772438,0.5870488344212883,0.005,0,0.0844300165772438
46,0.08448147028684616,0.5813488683794242,0.08390812575817108,0.5892417627816152,0.005,0,0.08390812575817108
47,0.08392325043678284,0.5837910948223121,0.083372101187706,0.5914966267974637,0.005,0,0.083372101187706
48,0.08335313946008682,0.5862856898446733,0.08282407373189926,0.5938071245558489,0.005,0,0.08282407373189926
49,0.08277404308319092,0.5888283210140747,0.0822673961520195,0.5961641986850263,0.005,0,0.0822673961520195
50,0.08218862116336823,0.5914164456327982,0.08170484751462936,0.5985609942856593,0.005,0,0.08170484751462936
51,0.08159932494163513,0.5940505775468492,0.08113912492990494,0.6009961507981798,0.005,0,0.08113912492990494
52,0.08100921660661697,0.5967154790555469,0.08057279139757156,0.6034557038370498,0.005,0,0.08057279139757156
53,0.08042137324810028,0.599407873201275,0.08000868558883667,0.6059389642415485,0.005,0,0.08000868558883667
54,0.07983864098787308,0.6021192685578239,0.07944896817207336,0.6084309007295574,0.005,0,0.07944896817207336
55,0.0792633667588234,0.6048435583989776,0.07889741659164429,0.6109094092406308,0.005,0,0.07889741659164429
56,0.07869825512170792,0.6075703269993342,0.0783563107252121,0.613394937244409,0.005,0,0.0783563107252121
57,0.07814577221870422,0.6102904441999712,0.07782739400863647,0.6158733427366117,0.005,0,0.07782739400863647
58,0.07760795950889587,0.612994863842821,0.07731296122074127,0.6183044246751784,0.005,0,0.07731296122074127
59,0.07708720862865448,0.6156675811281347,0.07681532949209213,0.6207021782328961,0.005,0,0.07681532949209213
60,0.07658509165048599,0.6182964496954253,0.07633613049983978,0.6230441985815813,0.005,0,0.07633613049983978
61,0.07610335201025009,0.6208706443083276,0.0758763924241066,0.6253223732812001,0.005,0,0.0758763924241066
62,0.07564288377761841,0.6233739497028157,0.07543733716011047,0.6275289474974534,0.005,0,0.07543733716011047
63,0.07520491629838943,0.6257983381156504,0.07502000778913498,0.6296652616597846,0.005,0,0.07502000778913498
64,0.07478957623243332,0.6281329743608511,0.07462507486343384,0.6317096356244807,0.005,0,0.07462507486343384
65,0.07439742237329483,0.6303705415561985,0.0742524191737175,0.63367053470081,0.005,0,0.0742524191737175
66,0.07402822375297546,0.6325070166316301,0.07390211522579193,0.6355290519656929,0.005,0,0.07390211522579193
67,0.07368150353431702,0.6345426430537009,0.07357382774353027,0.6372996929497693,0.005,0,0.07357382774353027
68,0.07335682958364487,0.636471973271834,0.07326620072126389,0.638979850209899,0.005,0,0.07326620072126389
69,0.07305273413658142,0.638298326706214,0.07297806441783905,0.6405716516186174,0.005,0,0.07297806441783905
70,0.07276813685894012,0.6400297740719731,0.07270799577236176,0.6420827241247289,0.005,0,0.07270799577236176
71,0.0725012719631195,0.6416740105542091,0.07245472818613052,0.6435188592833653,0.005,0,0.07245472818613052
72,0.0722506120800972,0.6432430077155148,0.07221657782793045,0.6448786136462121,0.005,0,0.07221657782793045
73,0.07201419025659561,0.6447425153464348,0.07199160009622574,0.6461823375846639,0.005,0,0.07199160009622574
74,0.07178995013237,0.6461828555481175,0.07177772372961044,0.6474400961607979,0.005,0,0.07177772372961044
75,0.07157605141401291,0.6475707786183762,0.07157301902770996,0.6486622007346805,0.005,0,0.07157301902770996
76,0.0713706910610199,0.648909161518524,0.07137598097324371,0.6498506974742255,0.005,0,0.07137598097324371
77,0.07117237895727158,0.6501992189172312,0.07118456810712814,0.6510156123653867,0.005,0,0.07118456810712814
